full_text,sentiment
@ismanfmj @f1speed_indo Keliru justru sebenernya sistemnya lebih sederhana KERS. Sementara ERS sistemnya lebih ribet karena mobil F1 bener bener jadi mobil hybrid yang ICE sama motor listrik aktif bersamaan sepanjang waktu,1
@agung_joko @fajarnugros @FelixSGL1 Dia dianggap melalukan korupsi pengadaan mobil listrik sebanyak 16 unit padahal tujuannya supaya Indonesia bisa mandiri soal mobil listrik. Dijegal sana sini. Dahlan Iskan udah kaya gak perlu dia ngelakuin korupsi receh kayak gitu.,0
@agung_joko @ghozyulhaq @fajarnugros @FelixSGL1 Mobil listrik?,1
@mas_veel ente cina ? kok kayaknya glorifikasinya spt memuja tanah leluhur...... Gak usah jauh-jauh soal mobil listrik krn Turki sdh melakukan jauh sebelumnya. Ente urus lah koruptor-koruptor etnis cina agar kembalikan duitnya yg dia bawa kabur balik keindonesia. Itu dulu deh......,0
Sekarang udah enak Saya mudik Jakarta - Palembang pake mobil listrik bisa beberapa kali isi daya karena SPKLU di ruas tol sudah banyak terus ngisinya juga gak lama ungkap Frengky. #MudikAsyikPLN,1
@crofflejjk @segijoon tesa cm mau ngasih tau aja kmren mobil bapak segi ilang ktny di tipu temen bapaknya trnyta segi yg gadein buat beli spda listrik,0
@hanfhrhma gapapa nanti duitnya aku ganti tenaga aja aku bisa cuci piring ngepel nyuci mobil nyapu masak juga bisa kok benerin listrik bisa juga kok kalo hoki kalo ga ya gatau jadi apa,1
@resyue jetski motor mobil helikopter kuda speda sm yg terakhir request pake gitar listrik kmu yg gantenk itu kak nnti ongksonya seribu,1
@Scutderia vixion (dulu) kalau yang sekarang jadinya mobil listrik gatau mereknya WKWKWKW,1
@Gunawan75_ sy bingung dgn negeri ini rakyat beli BBM cash Pertamina rugi rakyat byr listrik cash PLN rugi rakyat byr smua dgn cash tpi kok bsa rugi kmn uangx gak tw isi kpl pemimpin ini kok PHP ma rakyatx sndri mobil SMK 2 jt lapangan kerja korupsi merajalela mw dibw kmn Negeriku,0
@XENAYYAAA Iyaaa dewasa ratingnya. Kaya bayar cicilan mobil terus tagihan listrik sama sekolah anak. Uhhh sangat dewasa,0
@moviemenfes Sampai sekarang masih trauma bawa mobil di belakang truk bawa batu/kayu/pipa pralon/tiang listrik,0
@LMNROSEANNE Tambah berat lagi liat harga mobil listrik wkwjw,0
@LMNSANA info cara merubah hari senin jadi mobil listrik,1
Lg mikirin mobil listrik yg lg kena macet semoga batere mereka full,0
@CalmBoiy Tidak aku jadi mobil listrik AAAAAAAAAA,0
@KepaArgawinata7 Yg coba mudik atau balik pakai mobil listrik bisa stresss berat dgn kondisi macet spt ini.,0
@kopipagi98 @innovacommunity umur ban biasanya 40rb bang dah gw double check google jg banyak saranin di 40rb btw mobil gw 30rban juga dah mulai terlihat menipis. efek mobil turbo traksinya gede jadi lebih cepet bikin gundul ban. traksi mobil listrik masoh diatas mobil turbo,1
@kuehbandros @innovacommunity emg mobil listrik gk ada liquid cooling ny?,1
PLN mengajak pemudik yang berkendaraan listrik khususnya arus balik untuk memanfaatkan Aplikasi PLN Mobile agar mempermudah mengetahui titik SPKLU terdekat. Hal ini dapat membantu pemudik untuk merencanakan titik pengisian baterai mobil listrik selama perjalanan. #PLN,1
@innovacommunity Pilot sport 6 jtan x 4 = 24 jt asumsi bisa untuk jalan 60 rb km jadi per 10 km nya = 4000 perak Charger ev di spklu 2500 per kwh jika 6km/kwh maka 10 km = Rp. 4.160 jadi untuk running 10 km perlu = 8 rb an untuk ban dan listrik. bandingin dg harga ban2 mobil bensin/solar,1
@feedemady Curiga itu mobil nyambung sama token listrik,1
ni bude bude stop bandingin mobil bapak gue sama mobil listrik lu bjir mobil listrik you ketinggalan di tol sama mobil bensin 2000cc bapak gue ya emang aneh ni orang baru minal minul juga gak peduli akselerasi 3 detik bapak gue tinggal turunin gigi lewat mobil lu,0
@bacottetangga_ klo mau cepet pake mobil listrik bang,1
Ia juga mencatat PLN UID Sulselrabar menyiapkan alat pendukung dlm periode siaga diantaranya 141 Genset 28 Uninterruptible Power Supply (UPS) 86 Unit Gardu Bergerak (UGB) 13 Crane 266 Mobil 44 Motor Listrik &amp; 106 Motor Konvensional.,1
@bedjobakultape @Gunawan75_ Negara mana yg bisa menahan gempuran barang barang dari China???....jawabnya TIDAK ADA bahkan Amerika aja kalah dalam perang dagang dengan China....sebentar lagi mobil listrik China akan membanjiri dunia karena diEropa mobil listrik China sudah jadi nomor 1,1
7. Proses pengisian daya mobil listrik Electrizen akan dimulai. Tunggu hingga proses pengisian selesai dan pastikan untuk mematikan pengisian daya sebelum meninggalkan SPKLU.,1
4. Isi Nominal kWh yang DiinginkanSetelah berhasil memindai barcode Electrizen akan diminta untuk memasukkan nominal kWh yang diinginkan untuk mengisi daya mobil listrik Electrizen. Masukkan jumlah kWh yang sesuai dengan kebutuhan kendaraan Electrizen.,1
Panduan Isi Daya Mobil Listrik di SPKLU melalui Aplikasi PLN Mobile Untuk memenuhi kebutuhan pengisian daya mobil listrik PLN telah menyediakan fasilitas Stasiun Pengisian Kendaraan Listrik Umum (SPKLU) yang dapat diakses melalui aplikasi PLN Mobile,1
Adhi menambahkan bahwa untuk memberikan kenyamanan kepada pengguna kendaraan listrik saat ini SuperApp PLN Mobile telah dilengkapi dengan tiga fitur tambahan yang mendukung pemudik mobil listrik.,1
@0tk0il Tru. Harga; bensin paket internet listrik motor mobil di Jogja tidak lebih murah daripada yang di jakarta,0
@tumisinaja iran salah satu penghasil terbesar minyak dunia nah sekarang infikasi ww3 terlihat jika sekutu ikut minyak langka bahan pokok jelas naik dan cerdiknya tiongkok mereka udah menyiapkan motor mobil listrik,1
Dengan sebaran SPKLU yang banyak membuat pengendara mobil listrik aman saat berpergian. Pengisian daya di Bali sangat baik dengan pelayanan yang ramah dan memuaskan. Sebaran SPKLU pun sudah banyak yang membuat berkendara menjadi nyaman. #PLN #PLNSiagaIdulFitri1445H,1
Ketersediaan Stasiun Pengisian Kendaraan Listrik Umum (SPKLU) yang tersebar di banyak lokasi memberi kemudahan bagi pengendara mobil listrik. Hal tersebut diakui oleh beberapa pemilik kendaraan listrik yang tengah mengisi daya kendaraannya di beberapa lokasi di Bali. #PLN,1
@moel_Zoe @Pai_C1 Inggih. Saya punya ponakan 3 (satu kerja dua SMA) mrk pake motor listrik sangat taat aturan memakai pakaian motor lengkap telat dikit di jalan brenti kasih tahu ortu pas naik tanjakan ada mobil/truck besar mrk nunggu dari jauh.Yg bikin kuatir justru pengendara ugal-ugalan.,1
cas mobil listrik dari 0-100 itu brp lama sih??,1
- bahas mobil listrik wuling sama yg hybrid - ndi stok iphone neng tokomu rep tuku aku - itu loh nanti nek wis s2 langsung s3 wae rasah nunggu2 - PPn munggah 11% marai tekor Bahas pendidikan kendaraan pemerintahan pajak jualan wqwqwq Ini yang aku suka dari keluarga,1
Di negara maju kayak eropa selain suhu mayoritas bersalju juga lembab jarang matahari lumayan cocok utk kendaraan listrik.Juga stasiun charger batere sudah komplit.Kl mogok di pegunungan bat habis modar.Indonesia pengusaha taipan dll jgn mimpi mobil motor listrik stroom ntr,1
@anaktermudaa itu mobil tua sprti carry apa ss belum ada CPU dan chip digital yg bila dkt listrik tegangan tinngi jd error. itumah drivernya aja ongol-ongol,0
Arinta Ratih Nurindah salah satu pemilik kendaraan listrik mengapresiasi pelayanan pada SPKLU PLN Embong Wungu Saya sudah menggunakan mobil listrik selama 1 5 tahun untuk mobilitas di Surabaya. Saya kaget masuk kesini tenyata EV Loungenya bagus banget katanya #MudikAsyikPLN,1
@Good73people @ghost65387006 @awank2017 Gue pake produk jepang dan korea. Mobil bensin honda mobil listrik hyundai hp samsung terbaru arloji Gucci motor kawasaki 250cc Nmax. Perabotan rumah kulkas ac tv audio camera buatan jepang.,1
nyobain mobil listrik ternyata enak juga yah. cuma berasa aneh aja ga ada suara mesinnya,1
@ridwanhr Lihat jeroan batre mobil listrik ternyata dari batre kecil ukuran AA yg disusun berjumlah ratusan pcs dan apabila 1 batre rusak dan meledak maka batre lainnya yg ga rusak ikut terbakar habis. Dulu ada yg bercanda molis kayak Tamiya ( mainan ) eh betulan isinya batre mainan,1
@tubbirfess Kecipratan minyak panas udah biasa ngulek sampe melepuh udah pernah.. Jari kepentok palu kesetrum listrik bongkar pasang mesin jahit mesin obras mesin motor mobil..,0
@xoro1232 kagak jir keluarga gw malah ngomongin mobil listrik paling bagus,1
@abumirza99 Cokk raimu rasah gae mobil sepeda motor hp listrik....kono loh numpak unto ae nek pengen anut tindak lamapahe nabi Muhammad Saw,0
@GomenLight Anjay mobil listrik,1
Terlebih mobil listrik nih emng sebenernya ramah kan buat lingkungan tpi ya itu buat lingkungan perkotaan. Gimana nasibnya wilayah yg jadi lokasi exploit pembangkit listrik trs sda juga. Seperti menciptakan bubble kenyamanan di kota gaenaknya dibuang ke wil lain,1
Kalo dulu mobil pertama itu listrik trs yg berkembang jadi konvensional mobil listrik mobil bbm jadi inovasi terkini menawarkan praktikalitas tangguh trs dibalut slogan kurangi eksploitasi listrik. Mungkin kah?,1
@qbiologies 1. Rumah di Jogja minimal luas tanah 120m² aja. 2. Mobil listrik 3. Panel surya buat rumah 4. Laptop baru,1
Bengkel yang tetap eksis meskipun di era mobil listrik bengkel kaki kaki dan bengkel AC untuk bengkel AC agak ragu karena terkoneksi dengan kelistrikan mobil bisa harus ke bengkel resmi mobil listrik yang bersangkutan,1
Berarti lo ga sengefans itu sama Nate Bukan kan ada keadaan lain namanya belum cukup atau bahasa halusnya MASIH MISKIN. Ya buat yg bulanan gaperlu bayar listrik sendiri rumah mobil motor udah dibeliin ortu makan tinggal mangap nikah dapet sponsor dari ortu mah enak.,0
@The_Krokot Di kampung ngecharge mobil listrik dimana ya ?....:),1
@herylink @JamalBoegis Kancamu kuwi salahe merga tuku Wuling reputasine soal Mobil Listrik rung handal kok dituku.. hajelas marai Bludreg.,0
@herylink @JamalBoegis Ora kok mbah.. aku isih kuat ngombe Pertamax utawa Shell. Durung arep ngnggo Mobil Listrik..,0
@tanyarlfes Astaghfirullah.. gaji bulanan 18 juta dan jatah istri hanya 3 juta sebulan sudah include listrik dll? Duitnya ngalir kemana itu apakah punya KPR kredit mobil?,0
@taosophie Coba gw tanya bang @ridwanhr apa benr itu mobil listrik.......?,1
@innovacommunity Mobil listrik dihadirkan bukan untuk menyelamatkan lingkungan tapi menyelamatkan industri mobilnya,1
@Kopipait__78 Ricky Elson yang orang ingat cuma tentang mobil listrik tapi pada gak tau kasus viral ri Ciheras yang membuat dia menghilang dengan menutup semua akun sosmednya,1
@bintangrafdi Polsisi membeli kendaran patroli listrik milyaran rupiah untuk mengurangi polusi ratusan mobil listrik di siapkan u/ jamuan tamu luar negeri dalam KTT G20 agar lebih ramah lingkungan,1
@jonjonfh @Kopipait__78 Kalo gak salah prototype ny dia digagalkan pemerintah dulu karena alasan gak lolos uji emis yg mana aneh banget mobil listrik gak lolos uji emisi. Gimana investor mau masuk kalau mobilny dianggap gak layak jalan oleh pemerintah,0
@bintangrafdi Kongkalikong antara pemerintah dengan produsen mobil listrik,1
@Kopipait__78 Mobil listrik keluar asep. Mikir,1
@ainunnajib Mobil listrik solusinya,1
@Kopipait__78 Pemerintah bukannya tidak mau adanya mobil listrik di Indonesia. Tp kalau buat sendiri bukan import para pengusaha dan pembuat kebijakan hak kebagian cuan. Dan jg maunya instan saja gak mau berproses.,0
@ferizandra Trs blg bawa2 mobil listrik? Mehhh,1
@txtdrjkt Ya kan emang gara² mobil listrik belum banyak yg beroprasi aja min makanya gencar kan pemerintah menggalakkan ganti ke kendaraan listrik,1
@Kopipait__78 Mobil listrik odong odong kok dibanggain sama kita ya? DI investasi berapa duit buat mobil ini? Kalau mau serius buat mobnas listrik investasinya itu ratusan miliar bahkan triliunan. Dahlan Iskan itu mau carmuk aja buat odong-odong ini. Mau maju capres.,0
@Kopipait__78 Krn kalo pake mobil anak bangsa yg CUAN pencipta mobil pdhl (grup) importir mobil listrik SDH antri hitung cuan kalo jdi PSN tbtb,0
@Kopipait__78 Buat apa mobil listrik kalo kita sdh pny esemka. Penemunya saja jago tanpa rasa malu dan culas sdh mengacak2 negara untuk memajukan keluarga. Paham kan?!?!,1
@Kopipait__78 Mobil listrik masif dikembangkan karena gak ada emisi &amp; berperan mengurangi emisi. Klo mobil listrik gak lolos emisi ya..... ASUdahlah,1
@Kopipait__78 ini seperti mataron dmn pada periode 2012/2013 seluruh negara dunia &amp; indo melakukan penelitian &amp; pengembangan mobil listrik tp ketika di akhir maraton indo tdk melintasi garis finis. dia terlihat di pinggir garis brsama kerumunan penonton &amp; membeli banyak souvenir dari pemenang.,1
@irw4n_be @Serdadumbah @Kopipait__78 memang konyol case nya waktu itu secra mobil listrik kok di uji emisi,1
@Kopipait__78 Sekarang mobil listrik mahal banget,0
@Kopipait__78 masalahnya mobil pertama dia kecelakaan pas dibawa DI. mobil ke2 Selo walopun komponen lokalnya 70% tp mesin batre dll tetap impor. selo ini prototype dan hny bs jln normal di max 29km/j lbh dari itu overheat. dan lagi mbl listrik akan mengganggu raksasa bisnis BBM,0
@Samir93348900 Itu mobil listrik atasnya power bank kayaknya,1
@Serdadumbah @Kopipait__78 Mobil listrik ada uji emisi?,1
@bintangrafdi HAH!! Siapa tu bule buzzer mobil listrik yg CEOnya nafasidn. Send this to him,0
@Kopipait__78 Udh dr awal saya tu pengen protes ttg alasan mobil listrik gagal uji emisi... Konyol,0
@txtdrjkt mobil listrik mobil listrik ternyata ada yang jualan perusahaannya sendiri di bidang kendaraan listrik,1
@Kopipait__78 Sekarang di sini kepingin punya mobil listrik. Lah dulu ada yg bikin di bully bukanya di rangkul Lucu ya. Apakah kalah merk ini tentang soal cuan. Lihat aja Pabrik Baterai nya di mana di Bangun,0
@taharudddin @Kopipait__78 Zaman SBY pas mau berakhir itu kan udah ada rencana mobil listrik tp gak dilanjut karena lagi2 banyak masalah di internal. Seandainya dalam 5 tahun berjalan dengan intens tuh riset. 2020 keatas mungkin kita udah bisa produksi massal pasar EV di indo skrg lagi merangkak naik.,0
@fatumberutumAF Sakit hati gw liat mobil listrik cina korea banyak di jalan.,0
@Ukhthicc_ Orang China saat imlek lb parah lg rebutan charger mobil listrik,0
aku pengusaha mobil listrik TESLA sama Cak Elon Musk,1
@Kopipait__78 mobil listrik listrik boleh nyolong kali makanha gak lulus uji emisi... narasi dungu... emang tuh mobil listrik ngeluarin asap mang ada knalpotnya??? goooblokk kok dipamerin..,0
@Kopipait__78 Orang yg bikin dahlan iskan sangat merasa bersalah telah mengajaknya bergabung di proyek mobil listrik,0
Mudik naik mobil listrik? Tidak perlu ragu. Karena di PLN Mobile kamu bisa cek SPKLU terdekat. Perjalanan mudik kali ini jadi lebih aman dan nyaman berkat PLN Mobile! Semua kebutuhan listrik selama perjalanan tersedia dalam genggaman. #PLN #UnleashingEnergyandBeyond,1
@Kopipait__78 mobil listrik uji emisi gak lulus? mungkin nunggu esemka nanti lulus,0
Belom liat laporan mudik dari user mobil listrik WKWKWKW,1
@18fesss Lu ngews tanpa kondom terus berharap dapet apa? Mobil listrik?,0
@Kopipait__78 Padahal dulu Pak Dahlan Iskan - yang saat itu menjabat menteri BUMN - sendiri yang test kelayakan jalan mobil listrik tersebut dengan mengendarainya di berbagai medan. Saat ditest tsb ada masalah di pengereman yang hampir mencelakai Pak Dahlan. Pengennya Pak Dahlan dibenahi ....,0
@bintangrafdi Sales mobil listrik ketar-ketir ini,0
@taharudddin @Kopipait__78 Lha kan sudah bikin prototipenya.Coba cek lagi.Di inisiasi oleh Pak Dahlan Iskan waktu beliau menjabat mentri BUMN.Tapi endingnya begitu lah..kebanyakan aturan konyol.Tapi intinya banyak orang diem2 merasa terganggu dan BooM 10 thn kemudian mobil listrik China gencar ditawarkan,0
@_janojan_ Mobil motor listrik tapi ngisi daya baterainya pake genset yang sumber energinya pake diesel hehe.,1
PLN juga menyediakan posko siaga yang nyaman bagi pengguna SPKLU agar pemudik dapat beristirahat dan menikmati beberapa fasilitas sambil menunggu pengecasan mobil listrik.,1
@rasjawa Hmmm semoga ini bukan trick pertamina supaya macet2 jadi konsumsi BBM meningkat yah maklum skrg banyak mobil listrik yg bikin penjualan bbm turun,0
@Kopipait__78 Kok uji emisi yaa gk lolos..hasil pembakaran karbon yaa..mobil listrik emangnya ngebul seperti bensin atau solar..wakanda nih..,0
@Kopipait__78 Nanti kalau jadi mobil listrik Malaysia Elson diprotes TDK nasionalis... Ealah,0
@Kopipait__78 Coba dulu bikin mobil listrik mungkin udah kaya raya sekarang ga bakalan ada yang namanya Esemka begitu juga dengan pesawat coba lanjut produksi pesawat pasti udah makmur dan sejahtera rakyat Indonesia itulah pentingnya orang cerdas berkuasa kalau bodoh yang ada makin mundur,1
@Kopipait__78 Mobil listrik gak lulus emisi itu gimana sih Tp bgus deh di ambil Malaysia lebih bisa mengembangkan org2 pintar. Pejabat dsni lebih suka org2 tolol soalnya.,0
Sebenarnya semua mobil pake listrik sih makanya ada baterai/aki. Kalau yang bukan listrik mungkin mobil tenaga uap di kap depan ada tungku batubara trus di dalam kabin si sopirnya masukkan batubara.,1
@txtdrjkt Udah jelas berati kalo kayak gini solusi nya beli mobil listrik,1
@Yq8pY Setiap Mobil ICE modern punya catalytic converter yg punya tugas menyaring gas buang mobil EV membebankan tugas itu ke pembangkit listrik energi fosil.,0
@Yq8pY @mouldie_sep Selama pembangkit listrik masih fosil konversi ke mobil ev itu malah jadi bencana pencemaran udara ev hanya memindahkan knalpotnya ke cerobong asap pembangkit listrik energi fosil.,0
@Kopipait__78 Teringat jaman menteri BUMN Dahlan Iskan dan mahasiswa ITS uji coba mobil listrik .apa kabar kelanjutannya,1
@Kopipait__78 Mobil listrik mana ada emisi,1
@syekh_kyai_lmao Ente ga liat apa senjata itu dipindahkan pake mobil? Emang mobil ga pake listrik. Kalo ga ada listrik maunya dorong apa narik pake kuda/kebo? Pas perpindahan diserang pake kuda dan panah juga keok...,0
@Kopipait__78 Mobil tenaga listrik apa hebat nya? Masih kalah dgn mobil ESEMKA yg pakai tenaga dalam /ghaib. Melaju di jalan gak kelihatan. Tahu² sdh sampe istana,0
@pln_123 min ini daerah tajurhalang bogor kapan mau nyala listrik nya? Dari tadi dijalan cuma liat mobil pln bulak balik tp gada penanganan pdhl mati dari pagi tadi sampe mau jam 2 siang gn blm nyala giliran soal penagihan aja cepet bgt. Aneh,0
@Kopipait__78 Uji emisi. Memangnya pakai bensin Parah Indonesia Kebangetan bodohnya Malah sekarang mobil listrik dari cina banyak masuk di indonesia,0
@QR_GGS Tuh yg mbagain mobil listrik apalagi buatan negeri Cino bakalan belum 5 thn sdh bobrok ato ambrol. Ha ha ha,0
@Kopipait__78 Di narasinya kok ada gak lulus uji emisi ? Kan mobil listrik katanya.,0
@muchlis_ar Teknologi remaking berkembang seperti halnya Mobil kayanya Mobil sekarang saat stater harus injak rem tapi di spd motor jg sama orang banyak mengira Mobil sama klu fungsinya sama tapi tekn.beda jgn sampai punya Mobil listrik nanya suaranya ngak ada? dan msh ke SPBU. OK.,1
@RikeSants Alhamdulilah aliran sungai lancar dri hulu sampai hilir dg program naturalisasinya untung besar dri balap mobil listrik jalan rapih tanpa lubang rakyat dki ump bsa cicil rumah 0% terbaik dri yg trbaik pokoknya,1
@shitlicious gua udh pernah bilang sekali polusi jkt tuh karna pltu di banten. mau semua mobil beralih ke ev sekalipun langit jkt bakal ttp abu2 kalo ngechargenya masih pake listrik dari pltu,0
membayangkan bawa mobil listrik di merak kemarin wkwk,1
Dirut PLN Lakukan Inspeksi SPKLU Jalur Mudik Pastikan 1.299 Unit Se-Indonesia Siaga Layani Pengguna Mobil Listrik - #Nasional,1
Jalan TOL udah mulai banyak tp tetep macet. Dan akan terus macet karena Toyota Honda Mutsubishi Mazda Wuling Hyundai dll tetep jualan di negeri ini. Belum lagi gerakan mobil listrik.,0
lah lu yang hitungannya masih dibawah udah sok²an mau nyaingin emak gue di rumah naikin token listrik eh lu malah bandingin ama token listrik di rumah lu. selama mobil lu bukan nissan gtr dan lu gak tinggal di pik pls jangan belagu kayak orang kaya,0
Bayangin u pake mobil 25 tahun carbon offset nya udah negatif dibanding beli mobil listrik baru,1
@hourlyima @RadicuIatus Katanya bakalan ada mobil terbang tiang listrik bs diajak bicara dan bisa kerja di atas pohon kok kak. .,1
DO YOU KNOW : Arista Group di Indonesia menjadi rekanan perusahaan mobil listrik asal China seperti BYD dan Cherry. Analys : sepertinya Arista Group akan mengikuti gaya perusahaan Astra Group yang menjadi rekanan perusahaan mobil Jepang.,1
@txtdrjkt Bang @pandji gimana nih? Katanya polusi jekardah dari PLTU? mobil listrik bukan solusi kah bang?,1
@hanindah23 Dia mikirnya mobil lu listrik kali,1
@Dennysiregar7 Karena industri China pada pindah ke vietnam yang upah tenakernya murah dan penurut kak dampak boikot Amerika terhadap label China (efek perang dagang). Kemungkinan teknologi juga akan ditrasfer ke sana juga (mobil listrik contohnya),1
hujan hujan kekgini mobil mogok diplosok mati listrik pula,0
@ElaineCelestia Jadi ini alasan beliau beli mobil listrik.... hemat bensin njir wkwkwkk,1
kagak pernah minat/paham mobil sebelumnya tapi kalau liat ada mobil listrik mungil lewat warna pastel dalam hati selalu bilang lucu banget dah,1
@Belok_dong @aniesbaswedan Hoax bangat nih akun orang jelas² mobil dinas pak Anies itu inova bukan land cruiser atau mobil listrik ... Hardehh,0
@sprckledust ak sukaa sih hrv cuma kedean gasih buat ak wkwkwk kalo mobil listrik mending apa,1
Yang mo mudik pake mobil listrik dah bisa tenang nih banyak SPKLU di rest Area sambil istirahat tiba² batre penuh ntaps deh #MudikAsyikPLN,1
@Louis_chantika Lagi bayangin yg pake mobil en motor listrik,1
Tunda #Tesla murah #Musk fokus ke robotaxi. Persaingan harga mobil listrik murahdengan produsen seperti #Ford dan #BYD buat target penjualan listrik AS untuk 2030 terancam. Dibalik itu $TSLA berpotensi naik 18 9% ke $196 14. #PluangDailyNews #KabarPluang #Pluang,1
@cheolier hmmm kalo budget oke sih kata aku invest di mobil listrik ajahhh KRN WONG BENSIN SKRG MAKIN NAIK YAK agak mending listrik (eventhough ada pros and cons nya) TP FOR LONGTERM dari sisi uang bisa menghemat bgtz,1
@SelebtwitMobil ngapain bayangin mobil listrik mah buat city car wkwkwk,1
@mazda_real Kalau aku kok mulai tertarik mobil listrik ya ril. Soalnya kita kaya akan batubara dan masih import bbm.,1
Industri mobil listrik sekarang tidak hanya tentang mekanikal dan elektrikal saja. Tetap segi mekanikal dan elektrikal berperan besar dalam menciptakan minat konsumen terkait NVH &amp; performa. Namun fitur lain dengan basis AI menjadi segmen persaingan baru di industri ini.,1
Dengan diluncurkan mobil listrik dari @Xiaomi menandakan bahwa saat ini siapapun bisa membuat mobil listrik. China saat ini sudah berhasil menguasai pasar domestik untuk otomotif dengan BYD nenjadi pemain utama.,1
@convomf klo ga pada kuliah gaada tuh lo bisa nikmatin listrik bahan bakar mobil listrik motor listrik,1
@MichelAdam7__ Ada yg lagi ngebayangkan _ kalau dikuasai cina : rakyat akan dapat mobil listrik minimal Wuling gratis pekerjaan gampang judi dilegalisasi/free sex. _ Kalau Yaman : harus sopan banyak aturan gak bisa free sex. Harus kerja halal. Orang cinta dunia sesaat pasti pilih cina...,1
@SelebtwitMobil Mobil listrik ngiritnya di dalam kota,1
Jangan lupa untuk memeriksa lokasi SPKLU menggunakan aplikasi PLN Mobile! Pastikan Anda selalu siap dengan ketersediaan stasiun pengisian listrik yang terpercaya di sepanjang rute Anda. Keamanan dan kenyamanan selalu menjadi prioritas utama! #PLN #MobilListrik #PLNSULUTTENGGO,1
Electrizen ada yang mudik dengan mobil listrik? Persiapkan langkah-langkah penting untuk perjalanan yang aman dan nyaman! ️ Pastikan baterai terisi penuh cari tahu lokasi stasiun pengisian serta bawa kabel pengisian sebagai cadangan. Keamanan dan kenyamanan adalah kunci!,1
@RomeoWalker19 Hayo bagaimana dengan kondisi mobil listrik yaa kalau begini ?,1
@convomf Mudik pake mobil listrik trus macet berjam² baterei habis.. modaarrr,0
@RomeoWalker19 mobil listrik ngecas dmn wkwkw,1
@pln_123 @erickthohir @KemenBUMN @jokowi Mobil listrik diberikan insentif cukup besar. Tapi aliran Listrik masih byar pet. Di Komp.Perum Taman Intan Kel Cisalak pasar Kec.Cimanggis Depok. Satu hari aja padam 2x. Mungkin suku cadangnya atau materialnya banyak di korup.,0
kayanya mudik pake mobil listrik bukan ide yang bagus,0
tp chinese emg dari kecil udah jago nyetir kek mobil listrik gitu gitu mereka di fasilitasi dgn baik.,1
@CREW_LISANESIA @wearelloud @truemoney Ouh itu mobil listrik wow Lisa emang keren #LISATrueMoneyMoments #LISATrueMoneyFanMeetUp,1
makin kesini makin tertarik mobil listrik,1
@convomf Btw penanganannya lebih susah mana kalo mobil biasa kehabisan bensin sama mobil listrik kehabisan batre?,0
wow kembali lagi dengab rutinitas keluarga pln ayah dan ibuku diskusi serius sambil mengintip ke atas mobil mengomentari kabel listrik yang tersangkut dibalik lebatnya ranting-ranting pohon,1
@balmadudin @innovacommunity betul kalo mau beli mobil listrik untuk 5-8 tahun kedepan paling bener ya beli yang hybrid,1
@Duren___ harus nya beli mobil listrik yg kecil itu loh....biar gampang di gulingin ke pinggir,1
akhirnya ak ngadem di mobil jir.. ga kuat panas bgt.. listrik konslet(?)..,0
@kompascom Emang ada yang pake mobil listrik #LuhutRugiBanyak,1
Persiapan lebaran: Stok bahan makan aman. 2 kulkas + 1 chest freezer penuh . 1/2 kulkas isi buah dan sayur. Listrik pasca bayar. Air full di torrent. Gas? Pake LNG ye sorry no pusing tinggal bayar ke PGN. Tinggal bensin mobil aja. Yap we are ready for Eid,1
@Rebeca_MileyC Industri otomotif bertransisi menuju kendaraan listrik dengan adopsi regulasi yang mendorong mobil ramah lingkungan,1
@Jateng_Twit @InD4hR4tnA Joh nganti digawe one way kuwi mobil belut listrik opo ra ketar ketir kuwi,0
Hayu dunk bikin utas mengenai perjalanan mudik menggunakan mobil listrik. Atau masih belum pada berani?,1
@gibran_tweet Knp ga lanjutkan Esemka jadi mobil listrik mas?,1
masyarakat yang menggunakan mobil listrik yang berlokasi di Balai Kota Semarang Jalan Pemuda no. 148. Jangan lupa isi daya mobil listrikmu agar perjalanan mudik kali ini menjadi aman dan nyaman.,1
@gibran_tweet Rakyat &amp; pejabat indon suka banget dikasih janji kentut begini nanti gembar gembor tunggu realisasinya aja jangan BACOT indo mau jadi pusat battery mobil listrik dunia lahh tesla mau invest d indo lah ehh punya nickel hanya dibuka utk pabrik sendok seperti kata si uut,0
Mobil listrik buatan (atau rakitan?) Vietnam itu beneran bukan muslihat. Setelah ngobrol sama temen Vietnam.,1
@kompascom Jiah suka2 bgt ini bikin aturan. Mobil listrik kebal ganjil genap di jakarta karena jadi insentif utk konversi utk kurangi polusi dalam kota. Kalau di arus mudik harusnya latar belakang kebijakannya adalah kepadatan kendaraan. Mau mobil listrik atau bensin itu volumenya sama,1
@erwinpanigoro @RadioElshinta Andai semua pemudik itu menggunakan mobil listrik... Apa yang akan terjadi?,1
@praburevolusi @jokowi dana operasional presiden ratusan trilliun??? eh! inget ya Dahlan Iskan pernah dipenjara gara2 pakai dana operasional menteri buat biayain mobil listrik cikal bakal bangun industri mobil listrik disini. Itj dibilang korupsi. Enak aja loe bisa dipakai pribadi... brengsek.,0
NEGNTOT MOTOR LISTRIK KAGA JELAS ANJING UDAH TAU LO GADA SUARANYA KIMAK MINIMAL KLAKSON ANJING BUKANNYA MAIN SRABAT SROBOT AJA NYALIP2 GOBLOK TADI KEDEMPET MOBIL LU MASIH MAKSA UNTUNG REFLEK GUE BAGUS SIALAN KALO KAGA KITA BEDUA DH KEGELETAK DI JALAN TRS MASUK TIPI ANJING,0
